,event_month,search_id,view_count,reservation_count
29,2023-01,00df246c-38e4-40f0-b245-4a760d196fa0,1,0
30,2023-01,00f21adc-a636-4776-834b-a5b8220fd5c2,0,0
31,2023-01,00f2d24d-9a56-4633-95b5-bc1c3b560a31,1,0
32,2023-01,00f5d333-a437-4a44-9294-c83c6954d717,1,1
33,2023-01,00ffe53e-6cad-456b-a9d1-07ae3692ad9b,2,1
34,2023-01,0108ed8c-0e17-425d-8234-dd5e20064cfc,4,0
35,2023-01,010dc230-649c-44cd-820c-47f4accef268,4,0
36,2023-01,011692e5-c770-4f5d-834a-f6f74b34610e,0,0
37,2023-01,011c53fc-4b2c-4a67-a0e9-2818a669a4d8,3,0
38,2023-01,01239f48-56d0-4940-8ffa-5e4fa36fd6f5,0,0
39,2023-01,012fa3ad-5493-498a-8572-ee338118b4c7,0,0
40,2023-01,0135f1c1-f98d-4775-902d-23fa23b0fa56,0,0
41,2023-01,01416ffe-adf0-43af-ae04-144cdad95847,3,0
42,2023-01,0145327b-c3ef-4cfb-b2a5-476e964b20ff,1,0
43,2023-01,0147112a-26be-48d9-8258-992eeb96ebec,1,0
44,2023-01,0152dca9-fad5-4ba0-9f54-efdb4777a85c,0,0
45,2023-01,015f08c3-0670-4985-8fbe-22c3fa863515,1,0
46,2023-01,0169eeb7-3533-4ed9-9390-63b7d1929352,0,0
47,2023-01,016b7f75-a6de-43ec-a62f-d0188375fa63,0,0
48,2023-01,016daf3a-e573-4d4d-ab6a-9265c77012bf,0,0
49,2023-01,0178841b-78fb-406f-a291-347903e852a9,2,1
50,2023-01,017d9082-a8a3-4184-876f-96572050a7df,1,0
51,2023-01,0191e564-244e-41e3-8074-59374ef71fd7,3,0
52,2023-01,01ad5e55-6b57-4ea9-b014-3acf98bdef9b,0,0
53,2023-01,01ad9cea-5418-468f-beb4-05820c9dfd07,1,0
54,2023-01,01b1d30a-e4df-4c92-9276-0e211414ee49,0,0
55,2023-01,01b975da-c391-4cb6-9d1f-9f53febe5ab7,2,0
56,2023-01,01c78b78-114e-4c7e-aada-873159e627cd,0,0
57,2023-01,01e943e9-dd83-4552-8c9c-e6173691ddb7,1,0
58,2023-01,01f94985-2e36-4d60-947d-73f597b7942a,0,0
59,2023-01,02087efa-ab53-483c-98ac-41f74258c471,3,0
60,2023-01,020debe0-365e-4a83-99dc-45876f9c2e35,0,0
61,2023-01,021017fa-b4fc-47a2-b86b-b53a5d75db0e,0,0
62,2023-01,021b4522-7e15-44ac-95a5-14749f8fe14e,0,0
63,2023-01,02248bbe-8dc1-4e3d-beda-714008d711a7,0,0
64,2023-01,02250c07-c523-40db-96ab-4fca68511f7c,0,0
65,2023-01,023483ab-e607-4034-a5e2-7cb4d02e05fc,0,0
66,2023-01,023699d7-a543-42a2-81c3-06634b91e80a,1,0
67,2023-01,023b4576-b3e9-4c1a-a654-f0dcccb7c639,0,0
68,2023-01,023b8b7f-73cc-4cb0-b390-eb35442be002,0,0
69,2023-01,023db07b-dcb3-40fb-ba9b-6bacaf9288e8,4,0
70,2023-01,02410c63-938f-4eb4-bc47-8ab67684738e,1,1
71,2023-01,0244e58c-66a5-4e19-9243-357ebf437c85,0,0
72,2023-01,02492caf-99d3-441b-823d-6089e62e3292,0,0
73,2023-01,024ab59f-4446-45ff-99eb-41b1fee17127,1,0
74,2023-01,02545e13-1f79-41c2-9b32-14199140af8d,1,0
75,2023-01,028717b5-369d-431b-a92a-2b8d0684186a,2,0
76,2023-01,028fc31b-9756-430a-8f5e-7848fabd4ae8,4,1
77,2023-01,02995e39-0018-43b2-ada8-0062d2aec2df,0,0
78,2023-01,02a359e1-b51f-43c2-b01f-bfe0ccc6476f,0,0
79,2023-01,02a3e113-92e8-42f3-9f8d-c90757342119,1,0
80,2023-01,02aa8e14-e239-4cdb-8fa4-126733321496,0,0
81,2023-01,02ac03da-7c39-4481-b8dc-3b1b055b77a6,0,0
82,2023-01,02c93836-1cf4-41ed-9998-8d4182f566f6,0,0
83,2023-01,02dced3b-77eb-4121-bc85-56b0734c83c6,1,0
84,2023-01,02ef5419-1272-4e21-94c0-5db334aba1fb,0,0
85,2023-01,02f7e7f9-9523-44fe-ac43-005bcde89ec5,1,0
86,2023-01,03058d5b-8bc3-48c9-9206-037a3aede13b,1,1
87,2023-01,0318104a-4b88-46ee-afe7-8f9a8fb7b9f0,0,0
88,2023-01,031a1eae-c83c-46a9-8311-9890d4e68337,0,0
89,2023-01,031b8b67-21a0-4481-99db-379a78fbc1a8,1,0
90,2023-01,031de944-9866-4ebc-a757-25d273e463b8,0,0
91,2023-01,031e932e-2d06-4c4b-b599-8d033427a0ad,3,0
92,2023-01,032bbd17-0285-48be-be83-9f0ff4642502,0,0
93,2023-01,03321bf8-8f2c-4996-a48e-5dd01a1cbcce,4,1
94,2023-01,033aae86-2860-4151-8a3c-4b7400d98d87,1,0
95,2023-01,0341bcee-cbf2-45a3-93b7-90d68271a10c,1,0
96,2023-01,034488c8-df5e-4492-81f4-c7943ff797bb,1,0
97,2023-01,0348fef6-d110-4062-86be-7c1b75b99c66,1,0
98,2023-01,03508a99-d8b9-4693-bd9a-63e7e7c52904,1,0
99,2023-01,035d8e33-377c-45a6-b214-a760f5e84e34,1,0
100,2023-01,0376a845-3882-4016-bb4c-c52bf4ccc3e9,0,0
101,2023-01,03884083-853a-46e7-93ec-053de946160d,0,0
102,2023-01,038e86e1-aeb4-4897-8e2c-5e373d43b40e,0,0
103,2023-01,03937c1a-eccc-4bef-9b81-1a6a4c3600cb,0,0
104,2023-01,0396d269-cdf4-4948-b3de-db03e7d19ccc,1,0
105,2023-01,03a81be6-6fe0-477b-a467-7d9a4f059198,2,0
106,2023-01,03b4553f-0bed-4a7a-892f-027b4c5ee47b,0,0
107,2023-01,03ba2e3f-7128-49df-9d08-3ad8c649e4a6,0,0
108,2023-01,03c31597-9b0d-4402-9f8a-e62f43450d0f,0,0
109,2023-01,03c6db83-d7ff-470b-b8aa-6cea6a288cad,1,0
110,2023-01,03cf38ee-c445-4342-9c2f-65b8defd908b,1,1
111,2023-01,03ecdeb6-928a-475f-a371-263e4a2acb48,0,0
112,2023-01,03ed5a94-434a-4c41-a7d8-e9afd50e5eab,1,0
113,2023-01,03fc9985-6aaa-4ab4-9d38-36d72584b1de,2,0
114,2023-01,040669ef-ed78-47a5-965a-2cbbd1b3c511,0,0
115,2023-01,04098457-88a2-4d00-b4f8-7a998307e56b,3,0
116,2023-01,040ca7f5-66ab-4626-ac7c-cdeb91dcc12a,0,0
117,2023-01,040e08fd-6f38-49df-a2b8-7caf93e7e835,0,0
118,2023-01,041c65ba-c782-46aa-8293-9a6b661fefaf,3,1
119,2023-01,041cb9e6-3e91-474f-b5e1-e17de164afef,1,0
120,2023-01,041db8f6-86c1-4bba-b41b-8d3380b3f119,0,0
121,2023-01,041fd73b-654c-456a-85ec-a569209105c3,0,0
122,2023-01,0420ebb4-ec7d-44b8-8293-8d7651c4105e,1,0
123,2023-01,043c4bf5-23fe-449c-88d1-95d5cd3dd33f,2,0
124,2023-01,0457b73e-c6cc-4ec0-8696-c0b5770db5dd,2,0
125,2023-01,045c40c8-aece-4060-a6a5-a58f4b8d2e2c,2,1
126,2023-01,046215df-21c6-4201-8758-3d0f391f8593,3,0
127,2023-01,046ab89c-a290-4bbd-a9c3-872234c96e88,1,0
128,2023-01,0482cc7a-d808-437d-8310-74d755800652,0,0
129,2023-01,04894948-cf77-4703-a293-ad1827e275f7,0,0
130,2023-01,0489ac0b-af41-4d9c-aae5-de12079dc6c3,5,0
131,2023-01,04910475-4118-467a-82b5-971d76041f6f,3,1
132,2023-01,04a11f00-59c2-44f3-94c8-51b196ca1907,0,0
133,2023-01,04a3060d-5d32-4c1a-9fd2-141bcfcf30cf,1,1
134,2023-01,04a39e60-b3f1-4cf2-ab66-dba2c7fa7656,2,0
135,2023-01,04a45d76-f0e4-4034-bf1d-3c81e09c458e,1,0
136,2023-01,04a9894b-ccc6-40a0-bfd0-0e74e4580c55,0,0
137,2023-01,04c0924c-3337-49cc-8cc7-06c8097b43e2,0,0
138,2023-01,04c16a62-0c21-4ab6-93c9-a34cb505cef5,1,0
139,2023-01,04d8d030-ee8f-416a-85dd-769e391ee56b,1,0
140,2023-01,04ded52a-6115-40f5-9ac8-54e07a9e3a87,0,0
141,2023-01,04e7b27d-3000-417e-97d9-e67b249523d0,3,0
142,2023-01,04ff9e71-3972-42af-95d0-19c88a902586,0,0
143,2023-01,050c802d-0adb-44dd-887b-a7bb026bc76d,0,0
144,2023-01,050dde98-8e34-4c80-b228-28266c7699a8,0,0
145,2023-01,051ede9e-b23e-4b0a-9e6c-cbdff6e33658,0,0
146,2023-01,052737ea-1fd8-49fb-8727-d9b9186535db,0,0
147,2023-01,052c8ef7-19e5-40ab-a4a4-704b9732cc4c,1,1
148,2023-01,052cc8df-8c91-4363-beab-cb68d0afd61e,4,0
149,2023-01,05374380-0a4d-493f-8b96-3b962b126f2e,0,0
150,2023-01,0546af86-3801-442f-8173-ddf83dba6e53,0,0
151,2023-01,0548e5c4-8622-41b1-86a4-72ee25248782,5,1
152,2023-01,05494203-6062-45e0-9d2d-032ec4e35007,4,1
153,2023-01,05836019-c56c-494f-a22b-e4e259b6627d,0,0
154,2023-01,0585d237-bd3f-4ff2-bc3c-609f04668870,3,0
155,2023-01,05906bdc-2ec5-4d64-90d6-79d9299cb3bf,0,0
156,2023-01,059d4563-1473-48f6-a3fa-569b99e263b9,0,0
157,2023-01,05a262dc-b928-4356-9db9-1ad5e3576b27,1,1
158,2023-01,05a34649-6fe3-408a-ab89-812d3030163b,0,0
159,2023-01,05ab2469-cb89-4e1b-933f-2d67b91486e2,0,0
160,2023-01,05adb3d5-c032-48db-9728-7db3b8165b83,0,0
161,2023-01,05adc6ba-2317-47ea-b857-52b50bd0cdd0,2,1
162,2023-01,05b12a29-dc20-432c-8e58-ad79dba2c7ff,0,0
163,2023-01,05b7450b-2b0c-47af-86c0-bedda005c6de,1,1
164,2023-01,05b9f4df-d907-49c8-80f6-1126ad67a969,1,0
165,2023-01,05c0734c-d794-445d-80f9-08291662111a,3,0
166,2023-01,05d2ded1-793a-4134-a650-660fd3f6ba71,2,1
167,2023-01,05edfff9-9f86-48bb-af6a-4bd6a5537ed3,2,0
168,2023-01,05f52643-616c-40fe-8f9c-1cca6824b80e,0,0
169,2023-01,06094a2a-fb83-494a-bb39-e06f00f88fd5,0,0
170,2023-01,0613364c-3afb-4b80-9ccd-04b38863bfbe,0,0
171,2023-01,062ee7d6-7639-4f4d-b9f6-1cca8dfb307b,3,0
172,2023-01,064e11df-16d7-4d9a-b72a-616f3cf262cf,1,0
173,2023-01,066065b5-659d-4be5-9a85-68c420da1d79,0,0
174,2023-01,066086c7-f5b2-479e-a458-3d49030b1f8a,1,0
175,2023-01,06764a2f-e568-4670-b196-6b88e4f13fa3,0,0
176,2023-01,067de4b5-1133-4e6e-acf7-8c3bb6df0702,1,0
177,2023-01,067f0d6f-1353-4f44-8609-258b0c9d1182,1,0
178,2023-01,06865603-9db0-46c1-886e-2659f70c0918,0,0
179,2023-01,06895298-e941-409f-8b7e-29d724aeb64a,2,0
180,2023-01,068a23ec-d918-44ac-8d49-4447296eff4a,2,1
181,2023-01,068be6ad-89d4-4f79-8a2f-7415d065a6a3,4,0
182,2023-01,068d75f0-b17a-401c-b2b6-69d4465113e6,2,0
183,2023-01,06914281-8e96-4310-8559-bc184b29ff93,0,0
184,2023-01,0693e7e5-2687-4726-8e77-eced3b6b3833,1,0
185,2023-01,069b5de8-463d-4ac4-8ba5-aa5afa866463,3,0
186,2023-01,06b9fe96-dc1c-4e18-a1c6-70dac922a407,0,0
187,2023-01,06c2bdb4-ca0c-4365-ba6e-f0a598eddefa,1,0
188,2023-01,06c5629f-3a59-4108-b690-898650f08e12,1,0
189,2023-01,06cdf80c-96c5-442c-abf9-fcabf32e7480,0,0
190,2023-01,06ce08a0-a305-455b-a578-8e5c4d506010,0,0
191,2023-01,06d14f32-e589-4ebb-bac6-e1fdb9410e82,3,0
192,2023-01,06d5d9cc-87b5-4874-83f1-e3156bdfaf70,1,1
193,2023-01,06d862e4-4195-4db7-8de5-cc681c470a39,1,0
194,2023-01,06f15a66-8b29-4914-9d75-394999604806,4,0
195,2023-01,06fa6e64-f609-4a5e-82f7-2f5fc52b223a,0,0
196,2023-01,0703f058-814f-4488-a300-5e576e622ab7,0,0
197,2023-01,07084095-bf9f-4c1f-98af-0245eadeb810,2,0
198,2023-01,070f2684-e8a6-4bd9-89f3-fa180f350247,0,0
199,2023-01,071c130d-d522-4d02-b901-e8f382246d9f,0,0
200,2023-01,073a3322-536c-4f7c-b535-40e4610cdbd6,1,1
201,2023-01,0754dbb1-20a2-4ab6-8da2-18248596cc92,0,0
202,2023-01,07577c71-df9e-47bc-9938-31dc654fc0ec,0,0
203,2023-01,075dbb7a-ce83-4496-9499-12732eb812f2,0,0
204,2023-01,0760d96e-d48a-4ea0-9a0e-cfa7bf852674,2,0
205,2023-01,076842c6-2c5e-4bbf-8395-7506c4510de4,0,0
206,2023-01,076a5f93-033a-4e87-a85a-b12ba9a5c109,4,0
207,2023-01,076c42ab-a156-4e9c-ae80-95af8774b762,0,0
208,2023-01,076dceb0-b65c-4e5e-8148-f0a15bea375a,1,0
209,2023-01,076e6da6-9c87-4e6f-9262-cabba958cf4c,1,1
210,2023-01,07745449-66d2-432f-84d6-b7c02c530ae1,0,0
211,2023-01,077d0d39-080a-424d-a7d6-2bcd08951791,0,0
212,2023-01,077fa42a-5284-490d-93b5-bdb51a982661,3,0
213,2023-01,07900f37-10f7-4960-8b00-1c766bed3199,0,0
214,2023-01,079f922d-012b-4f1a-8e64-7bcb0b3a1c7b,1,0
215,2023-01,07a5cf59-7645-4822-9769-14c88259c37d,0,0
216,2023-01,07b166a5-80b7-492c-914c-bc8b13a47627,1,1
217,2023-01,07b22e51-19bb-4c2e-b53f-48ea28887390,1,0
218,2023-01,07b97826-3499-4e8e-a201-f737382320ab,0,0
219,2023-01,07bc1a78-bbb7-43a7-ab0a-bd325fd8fcc7,2,1
220,2023-01,07c98fe6-cd80-45e8-97ec-a858d3b15a4b,0,0
221,2023-01,07cb5316-d0b5-4f03-beaa-6928307edd97,2,0
222,2023-01,07d0da18-f02f-485a-bb29-b071bec1c68f,1,1
223,2023-01,07dc7f0c-b673-414e-8cfd-613eac6d3fa5,2,0
224,2023-01,07e3bb71-bf83-4f18-9428-db3d67e5337e,0,0
225,2023-01,07ee1594-8d2e-417c-b59b-24a314cf01bd,3,0
226,2023-01,07eeeeda-b0a2-439e-bd0d-6265dbd42ce7,3,1
227,2023-01,07f37c8d-7413-41cd-8673-0e7f33f1c771,2,0
228,2023-01,07fe49bb-2480-40c1-bd25-dab0ff26f731,1,0
229,2023-01,0808ef1e-58c3-4b27-a4ed-13d941c5e3a7,0,0
230,2023-01,080f31d1-3036-4bca-9802-51bb01cf53ae,3,0
231,2023-01,081da0b5-d133-43d6-b47b-e34be6c22268,1,0
232,2023-01,0820d0cb-12c7-42d7-bbb9-da9230ab5061,0,0
233,2023-01,08333fe9-0e48-4b4b-849e-5ba28ee4768d,2,1
234,2023-01,084d561e-b166-482f-87ab-4a9fc0d4fe27,0,0
235,2023-01,08597617-6979-43e4-8ae5-102d5aeaa99d,1,0
236,2023-01,0864049f-2c39-4bf0-be70-e6e444511c86,0,0
237,2023-01,08765c18-5c8e-4fbd-8cca-e5ea3b8940f8,0,0
238,2023-01,087719b0-7bf3-4a71-8380-cfd0dc9ee8fb,0,0
239,2023-01,088234db-cc2e-4a3c-b42f-bbd6850470d2,0,0
240,2023-01,08a8ec05-6fb8-49c0-a516-efb93a021c86,0,0
241,2023-01,08a9a1c8-9021-458f-b051-8fe39920a37e,0,0
242,2023-01,08b4b076-46f1-4f79-8bed-a6bde6c285db,0,0
243,2023-01,08b5bbb4-e914-4a6b-b759-64658e6bc7a5,0,0
244,2023-01,08bd19b7-dc56-40f6-a690-2155ceabd1a3,0,0
245,2023-01,08d167ee-6040-4665-8be2-74c09611857c,0,0
246,2023-01,08ddd853-8afb-4a2f-bd3c-428df0d41eda,1,0
247,2023-01,08eb5a64-28cf-4022-a231-304cae1d1daa,0,0
248,2023-01,08eced5f-fb21-453c-a1bf-59d479bc08c0,0,0
249,2023-01,08f1f734-9fe9-4d17-bc5b-c084261adffa,0,0
250,2023-01,08f4e6bd-5140-4853-81bc-83161856d32a,0,0
251,2023-01,08f71bc2-214d-4277-bcce-3c1472eb327b,1,1
252,2023-01,08fd5c07-6c4e-48f4-8c8a-71d5eadefca4,0,0
253,2023-01,0906c5bc-a1fe-40ec-b890-e2794de4444c,2,0
254,2023-01,09263241-9675-4c23-a896-46f0fc649adc,1,0
255,2023-01,092bc688-55ce-4e01-bda5-448586e21b07,1,0
256,2023-01,0943d06f-6590-4f66-ad0d-fd504e343925,0,0
257,2023-01,0943f9f1-c95a-490e-a2ee-a1d93c5050a8,1,0
258,2023-01,094409f1-41bc-4ec9-b283-e803385f6ee4,0,0
259,2023-01,094b1100-786e-4582-addb-0a06192582bd,1,1
260,2023-01,09537560-0360-4517-97e4-63d784b54eae,3,0
261,2023-01,09616ad9-2e7d-4662-9d5b-4e25cc444025,0,0
262,2023-01,0962db64-a040-48f3-afbe-ced7df3da9a3,1,0
263,2023-01,0963d2f7-4eff-41a6-86be-e53c8bbe4f59,0,0
264,2023-01,0985f2e1-0292-47c7-87fc-4d5fad785dc1,0,0
265,2023-01,09879109-5ffc-41d6-a9da-f948dc5f0619,2,0
266,2023-01,09a759fb-b793-4015-a11b-2193ef1992ba,0,0
267,2023-01,09baf2b5-4eb4-473a-aff4-d1646657e235,3,0
268,2023-01,09cc33c8-4f2b-4086-a9da-c23984782802,0,0
269,2023-01,09f2e44f-a947-4bf3-b1bf-9c9858976b6f,4,0
270,2023-01,09f4be2f-5eed-401f-96b6-6aaf6e7d9656,0,0
271,2023-01,09f7e825-398d-4584-ad80-f12f110b57f1,0,0
272,2023-01,0a020bb6-7bb8-4fd0-b511-d5415617ceed,2,0
273,2023-01,0a045e11-1d3c-4406-bbda-6d2c0fd50cb1,0,0
274,2023-01,0a056dbe-bd2b-4652-a395-218566c7f03e,0,0
275,2023-01,0a08f649-e42d-4a88-a748-1c90666ce531,1,1
276,2023-01,0a0b0144-f16a-461b-9d80-5e2ac11a1dbb,1,0
277,2023-01,0a1709cb-3bc3-474a-b52f-f9f803568f9b,0,0
278,2023-01,0a17c5a6-6ba8-4538-b864-1e9a34b22248,0,0
279,2023-01,0a310906-4edb-4ba6-b0e2-9dfa80804119,1,0
280,2023-01,0a3892d3-3232-44df-84b0-a1689519343f,1,0
281,2023-01,0a424c82-ecb2-4ca1-bf7e-efa8d4d27087,3,1
282,2023-01,0a43018e-149a-4f78-b288-9b9fda269b03,3,1
283,2023-01,0a439678-eef7-4070-96c1-740ff46cb182,1,0
284,2023-01,0a44ccbd-63c4-4d7c-9201-a3ba8b7c3454,0,0
285,2023-01,0a50cb54-0f15-460a-9208-7ede86caf425,4,0
286,2023-01,0a5512e1-8ff6-43f7-b6a7-48297edab1ed,2,0
287,2023-01,0a56d217-78bf-498d-9798-f29dd5102699,3,0
288,2023-01,0a69342a-cab7-42cb-8274-9803dcca3cb9,0,0
289,2023-01,0a79f402-5b63-4db9-b27a-9d2d0b9bea0d,0,0
290,2023-01,0a7f975b-f3c6-4b01-9e42-84bcdde9543f,2,0
291,2023-01,0a8d9b9a-afb7-40d8-8006-fabee1be5aa0,0,0
292,2023-01,0a8e61e6-819e-40d8-8f8d-2a13753de248,0,0
293,2023-01,0a98754e-9478-4ca2-a460-2c35e72aad2c,0,0
294,2023-01,0a995116-1fc8-4931-a5c7-ae3bb0b8e910,0,0
295,2023-01,0a9dedad-09c7-4538-aaa1-29c812f34de5,3,0
296,2023-01,0aa32d76-2435-46fe-ac55-5b948863fe2d,0,0
297,2023-01,0ac2d3c8-85c4-4107-b824-7062d139daac,0,0
298,2023-01,0ac47829-e02a-4da4-bc08-c6969c7618d4,0,0
299,2023-01,0aca88b2-aff5-4ddf-ad0d-951d19c0380b,0,0
300,2023-01,0adf52a2-87a8-4d6a-a255-7bece9324809,2,0
301,2023-01,0ae62090-b36c-416d-b32c-5d7043479063,1,1
302,2023-01,0aed2055-4f11-4acb-8195-26b4b0bbb336,4,0
303,2023-01,0af2e7a6-1743-4cee-8491-c48e82addd7d,0,0
304,2023-01,0af4b35c-fab4-438f-8111-4dc20a303767,0,0
305,2023-01,0af5a578-cf70-4006-969b-f916eaa485bc,0,0
306,2023-01,0af8cc83-ad48-4b20-b752-cb5965b3937f,1,0
307,2023-01,0afaa23e-53ff-4e4d-9e06-7b92125233ab,0,0
308,2023-01,0b080332-65dc-45d0-93cb-e2302f7c6122,2,0
309,2023-01,0b195d91-4007-48f2-b74f-6ef5f6dacdad,2,1
310,2023-01,0b1f0881-313f-4c54-b8b6-b8ff68ebe6cb,0,0
311,2023-01,0b334546-d8f5-4e6f-bce3-4e73047c983e,1,0
312,2023-01,0b4129da-ec5f-472e-b2ae-c6100e4bcf69,1,0
313,2023-01,0b4f618e-e4e9-4a5e-9376-f9e746cdadd7,0,0
314,2023-01,0b50ee11-4dbd-4bd5-a630-b99b3abf2540,2,0
315,2023-01,0b5657d3-58a8-4933-be44-d0772ec37ce8,1,0
316,2023-01,0b623e48-5281-416f-a30d-206f786c687c,0,0
317,2023-01,0b67f3a2-94d0-4235-b420-532272f3a843,0,0
318,2023-01,0b69a740-44d9-4043-b43d-b2d6c2fd1cf6,0,0
319,2023-01,0b6d525c-48fa-463d-b2a1-7560980e7a08,1,0
320,2023-01,0b70c5de-0c8e-43dd-8497-ea04a98c1647,0,0
321,2023-01,0b80e3d5-19a0-4d02-8a00-daae22a00baa,1,0
322,2023-01,0b8acb88-14a4-4721-abdd-430451ac7da5,1,0
323,2023-01,0b966a9f-0ede-492b-b7ba-bd717d28c356,0,0
324,2023-01,0b9b6fdf-a5b7-4461-86f8-fcddf17eae17,3,1
325,2023-01,0b9e14e1-4220-4282-a847-f490d1e864bb,3,0
326,2023-01,0b9e820c-5be8-49e0-8a45-f29e8541a4e9,0,0
327,2023-01,0ba8770a-068a-4e0a-94c1-c08384e358d3,1,0
328,2023-01,0bb17722-0b4c-43ba-8e07-7ad63a619da5,0,0
329,2023-01,0bb6c11a-ceeb-48aa-b629-7a116ac62d24,3,0
330,2023-01,0bb9fffa-fb9d-414c-87c5-ca0cdb4f320e,2,0
331,2023-01,0bc5df11-b444-4541-b656-2ea87f0832a3,3,0
332,2023-01,0bcbbff0-eedb-4ab8-a40d-28ed346e12ae,1,1
333,2023-01,0bdb1ff4-16ab-4aa9-9d4f-e19e0edbd9e2,0,0
334,2023-01,0be38756-dfda-4421-b5a4-26f9e9cfe893,0,0
335,2023-01,0bf58913-65c5-4027-bfb2-d3ee6e1a8179,5,0
336,2023-01,0bf8aa2e-22e9-4a57-bd4a-e6bbe769dc39,0,0
337,2023-01,0c05bcee-0c50-41ac-93e0-f3a74ee08f2f,2,0
338,2023-01,0c0bb456-a3d0-448c-891b-db3ac1e5a4f2,0,0
339,2023-01,0c0f72ad-c818-4649-8806-6ead3e38cba0,0,0
340,2023-01,0c1383c6-c0b4-4c52-9064-65a26b6a94fb,1,1
341,2023-01,0c2ca1ba-3c56-49bb-85c2-216c8ab11da0,0,0
342,2023-01,0c3bc48e-3ddb-414b-9813-4088e57552ca,0,0
343,2023-01,0c3e1007-0bf4-4b98-9dda-7f36b7c0fe66,1,1
344,2023-01,0c3f45b4-23d6-43aa-85cc-521028b1f3b1,0,0
345,2023-01,0c415ba3-16fd-48f2-a11e-28cfae2337ef,0,0
346,2023-01,0c468738-29e6-4593-947a-fe0f3faaea39,0,0
347,2023-01,0c4c3b6f-417e-4c7a-baa9-dfe462e2ffee,0,0
348,2023-01,0c52bad6-2a8b-4295-b245-e9b3ee30df54,3,0
349,2023-01,0c541500-1bb4-4b07-895f-1019517af61a,1,1
350,2023-01,0c581130-ac91-4921-b28e-6a2a098069bc,0,0
351,2023-01,0c5d4452-df2c-4b1e-b85f-8852aaadbe09,3,1
352,2023-01,0c5d56a5-4d0d-4a54-a31b-69e36aa6bf89,0,0
353,2023-01,0c64210d-f336-47e4-9081-364368a8b34c,0,0
354,2023-01,0c6cc5ee-6ac3-437f-8bf2-120ba1d9dc56,1,0
355,2023-01,0c794af8-423c-4a00-ad03-06d66ef08f31,4,0
356,2023-01,0c7c356d-a498-49d0-b2c9-f45c62858bec,2,0
357,2023-01,0c885354-8f94-4f9b-9294-ec4dd9a95bb3,3,0
358,2023-01,0c892ce3-49d6-4206-a0b1-40060ec0362a,0,0
359,2023-01,0c8976d8-43f1-42d8-ba95-7b99a7f0abcf,0,0
360,2023-01,0ca8088c-7ea7-4e37-acde-6bebf13fef54,2,0
361,2023-01,0cad63e8-f674-4df2-b6a6-3126c5adc8c8,0,0
362,2023-01,0cba7b9c-0f07-4533-b76b-46b246b79e9b,0,0
363,2023-01,0cc0ea27-b5fc-4923-b040-5e5bc432a860,1,0
364,2023-01,0cc1f03d-3bf3-4c72-9fbe-96ac6186f41e,0,0
365,2023-01,0cc253cd-c167-432b-a3e7-b5ffc7cce77a,5,1
366,2023-01,0cc4ae28-4c1f-4cdf-bdf5-d121a18d4c75,2,1
367,2023-01,0cca2f76-319d-43d5-ba91-a3a18af5f144,0,0
368,2023-01,0cca9a47-409a-4943-b213-2f6a0f769400,1,0
369,2023-01,0ccf5f96-42e6-47e7-930f-b3c98417b1ce,2,0
